Data,ID Canal de Venda,Situação,Opção de Compra,ID Cliente,Canal de Venda
18/02/2025,1,N,A,6,Direta
18/02/2025,2,N,U,14,Distribuidor
18/02/2025,1,N,U,17,Direta
18/02/2025,2,N,U,1,Distribuidor
18/02/2025,2,N,A,4,Distribuidor
18/02/2025,1,N,A,9,Direta
18/02/2025,1,N,A,4,Direta
18/02/2025,2,N,A,8,Distribuidor
18/02/2025,2,N,A,13,Distribuidor
18/02/2025,2,N,U,6,Distribuidor
18/02/2025,2,N,A,12,Distribuidor
19/02/2025,2,N,A,14,Distribuidor
19/02/2025,2,N,U,10,Distribuidor
19/02/2025,1,N,U,4,Direta
19/02/2025,1,N,A,17,Direta
19/02/2025,1,N,U,9,Direta
19/02/2025,1,N,A,12,Direta
19/02/2025,1,N,U,9,Direta
20/02/2025,2,N,U,15,Distribuidor
20/02/2025,2,N,A,13,Distribuidor
20/02/2025,2,N,U,8,Distribuidor
20/02/2025,1,N,A,15,Direta
20/02/2025,2,N,U,14,Distribuidor
20/02/2025,1,N,A,5,Direta
20/02/2025,1,N,U,14,Direta
20/02/2025,2,N,U,9,Distribuidor
20/02/2025,1,N,A,17,Direta
20/02/2025,2,C,U,1,Distribuidor
20/02/2025,2,N,U,13,Distribuidor
20/02/2025,2,N,A,10,Distribuidor
20/02/2025,2,N,U,9,Distribuidor
20/02/2025,1,N,U,6,Direta
20/02/2025,2,N,U,3,Distribuidor
20/02/2025,1,N,A,4,Direta
20/02/2025,2,N,A,11,Distribuidor
20/02/2025,2,N,U,7,Distribuidor
20/02/2025,1,N,U,4,Direta
20/02/2025,1,N,U,3,Direta
21/02/2025,1,N,A,4,Direta
21/02/2025,1,N,A,14,Direta
21/02/2025,2,N,U,11,Distribuidor
21/02/2025,1,N,U,8,Direta
21/02/2025,1,N,U,4,Direta
21/02/2025,2,N,U,10,Distribuidor
21/02/2025,1,N,U,10,Direta
21/02/2025,2,N,U,9,Distribuidor
21/02/2025,1,N,A,13,Direta
21/02/2025,1,N,A,16,Direta
22/02/2025,1,N,A,2,Direta
22/02/2025,2,N,A,3,Distribuidor
22/02/2025,2,N,U,2,Distribuidor
22/02/2025,2,N,U,14,Distribuidor
22/02/2025,1,N,A,1,Direta
22/02/2025,2,N,U,13,Distribuidor
22/02/2025,1,N,U,3,Direta
22/02/2025,2,N,U,16,Distribuidor
22/02/2025,2,N,U,5,Distribuidor
22/02/2025,2,N,A,18,Distribuidor
22/02/2025,2,N,U,16,Distribuidor
22/02/2025,1,N,U,3,Direta
22/02/2025,1,N,U,8,Direta
23/02/2025,2,N,U,11,Distribuidor
23/02/2025,1,N,U,16,Direta
23/02/2025,1,N,A,9,Direta
23/02/2025,1,N,U,16,Direta
23/02/2025,2,N,A,18,Distribuidor
23/02/2025,1,N,A,16,Direta
23/02/2025,1,N,U,4,Direta
23/02/2025,1,N,A,2,Direta
23/02/2025,1,N,A,16,Direta
23/02/2025,1,N,U,6,Direta
23/02/2025,2,N,U,5,Distribuidor
23/02/2025,1,N,U,17,Direta
23/02/2025,1,N,A,9,Direta
23/02/2025,1,N,A,11,Direta
24/02/2025,1,C,U,9,Direta
24/02/2025,2,N,A,10,Distribuidor
24/02/2025,1,N,A,3,Direta
24/02/2025,2,N,U,2,Distribuidor
24/02/2025,2,N,U,16,Distribuidor
24/02/2025,1,N,U,4,Direta
24/02/2025,2,N,U,8,Distribuidor
24/02/2025,1,N,U,17,Direta
24/02/2025,2,N,U,5,Distribuidor
24/02/2025,2,N,U,15,Distribuidor
24/02/2025,2,N,U,1,Distribuidor
24/02/2025,2,N,U,6,Distribuidor
24/02/2025,2,N,A,9,Distribuidor
24/02/2025,1,N,U,8,Direta
24/02/2025,1,N,A,2,Direta
24/02/2025,1,N,U,7,Direta
24/02/2025,2,N,U,12,Distribuidor
24/02/2025,1,N,A,16,Direta
24/02/2025,2,N,U,16,Distribuidor
25/02/2025,2,N,A,15,Distribuidor
25/02/2025,1,N,A,7,Direta
25/02/2025,2,N,A,1,Distribuidor
25/02/2025,1,N,A,10,Direta
25/02/2025,1,N,A,1,Direta
25/02/2025,2,N,U,4,Distribuidor
25/02/2025,1,N,A,14,Direta
25/02/2025,2,N,U,14,Distribuidor
25/02/2025,2,N,A,13,Distribuidor
25/02/2025,2,N,U,13,Distribuidor
25/02/2025,1,N,A,1,Direta
25/02/2025,1,N,U,16,Direta
26/02/2025,1,N,U,1,Direta
26/02/2025,2,N,U,17,Distribuidor
26/02/2025,1,N,A,8,Direta
26/02/2025,2,N,U,13,Distribuidor
26/02/2025,1,N,A,9,Direta
26/02/2025,2,N,A,1,Distribuidor
26/02/2025,1,N,U,8,Direta
26/02/2025,2,N,U,15,Distribuidor
26/02/2025,2,N,U,15,Distribuidor
26/02/2025,2,N,U,14,Distribuidor
26/02/2025,1,N,U,6,Direta
26/02/2025,2,N,A,16,Distribuidor
26/02/2025,1,N,U,6,Direta
26/02/2025,1,N,U,4,Direta
26/02/2025,1,N,A,2,Direta
26/02/2025,1,N,A,2,Direta
27/02/2025,2,N,U,8,Distribuidor
27/02/2025,1,N,U,15,Direta
27/02/2025,2,N,U,16,Distribuidor
27/02/2025,2,N,U,17,Distribuidor
27/02/2025,2,N,U,17,Distribuidor
27/02/2025,2,N,U,15,Distribuidor
27/02/2025,1,N,A,11,Direta
27/02/2025,2,N,A,3,Distribuidor
27/02/2025,1,N,A,13,Direta
27/02/2025,1,N,U,15,Direta
27/02/2025,2,N,A,1,Distribuidor
27/02/2025,2,C,U,13,Distribuidor
27/02/2025,1,N,A,10,Direta
27/02/2025,1,N,A,2,Direta
27/02/2025,2,N,A,18,Distribuidor
27/02/2025,2,N,U,10,Distribuidor
27/02/2025,2,N,A,14,Distribuidor
27/02/2025,1,N,A,6,Direta
27/02/2025,1,N,U,16,Direta
27/02/2025,1,N,A,12,Direta
28/02/2025,1,N,U,10,Direta
28/02/2025,2,C,U,2,Distribuidor
28/02/2025,2,N,U,5,Distribuidor
28/02/2025,2,N,U,2,Distribuidor
28/02/2025,1,N,U,1,Direta
28/02/2025,2,N,U,14,Distribuidor
28/02/2025,2,N,U,3,Distribuidor
28/02/2025,2,N,A,8,Distribuidor
28/02/2025,2,N,U,5,Distribuidor
28/02/2025,2,N,U,5,Distribuidor
28/02/2025,2,N,A,18,Distribuidor
28/02/2025,2,N,A,10,Distribuidor
28/02/2025,1,N,U,5,Direta
28/02/2025,2,N,U,9,Distribuidor
28/02/2025,2,N,U,13,Distribuidor
01/03/2025,2,N,U,7,Distribuidor
01/03/2025,2,N,U,14,Distribuidor
01/03/2025,2,N,U,14,Distribuidor
01/03/2025,2,N,U,1,Distribuidor
01/03/2025,2,N,A,16,Distribuidor
01/03/2025,2,N,A,10,Distribuidor
01/03/2025,2,N,U,9,Distribuidor
01/03/2025,1,N,U,15,Direta
01/03/2025,1,N,U,15,Direta
01/03/2025,1,N,U,8,Direta
01/03/2025,2,N,U,2,Distribuidor
01/03/2025,2,N,A,15,Distribuidor
01/03/2025,1,C,A,1,Direta
01/03/2025,2,N,U,13,Distribuidor
01/03/2025,1,N,U,4,Direta
01/03/2025,2,N,A,13,Distribuidor
01/03/2025,2,N,U,14,Distribuidor
02/03/2025,2,N,A,15,Distribuidor
02/03/2025,2,N,U,16,Distribuidor
02/03/2025,1,N,A,12,Direta
02/03/2025,2,N,A,6,Distribuidor
02/03/2025,1,N,A,7,Direta
02/03/2025,2,N,A,16,Distribuidor
02/03/2025,1,N,A,10,Direta
02/03/2025,2,C,A,13,Distribuidor
02/03/2025,1,N,U,3,Direta
02/03/2025,1,N,U,16,Direta
02/03/2025,2,N,U,7,Distribuidor
02/03/2025,1,N,U,14,Direta
02/03/2025,1,N,U,2,Direta
02/03/2025,2,N,U,10,Distribuidor
02/03/2025,2,N,A,10,Distribuidor
02/03/2025,1,N,U,12,Direta
02/03/2025,2,N,A,10,Distribuidor
02/03/2025,1,N,U,18,Direta
03/03/2025,2,N,U,8,Distribuidor
03/03/2025,2,N,U,2,Distribuidor
03/03/2025,2,N,U,15,Distribuidor
03/03/2025,1,N,U,16,Direta
03/03/2025,2,N,U,11,Distribuidor
03/03/2025,1,N,U,10,Direta
03/03/2025,1,N,A,6,Direta
03/03/2025,2,N,U,17,Distribuidor
03/03/2025,2,N,U,2,Distribuidor
03/03/2025,1,N,U,8,Direta
03/03/2025,1,C,U,1,Direta
03/03/2025,2,C,U,3,Distribuidor
03/03/2025,2,N,U,14,Distribuidor
03/03/2025,2,N,U,3,Distribuidor
03/03/2025,2,N,U,17,Distribuidor
04/03/2025,2,N,U,10,Distribuidor
04/03/2025,2,N,U,5,Distribuidor
04/03/2025,2,N,U,1,Distribuidor
04/03/2025,1,N,U,9,Direta
04/03/2025,2,N,A,10,Distribuidor
04/03/2025,1,N,A,10,Direta
04/03/2025,1,N,A,2,Direta
04/03/2025,1,N,A,18,Direta
04/03/2025,2,N,A,6,Distribuidor
04/03/2025,2,N,A,2,Distribuidor
04/03/2025,1,N,U,1,Direta
04/03/2025,2,N,A,17,Distribuidor
04/03/2025,1,N,A,18,Direta
04/03/2025,2,N,U,4,Distribuidor
05/03/2025,1,N,U,3,Direta
05/03/2025,1,N,U,2,Direta
05/03/2025,1,N,U,4,Direta
05/03/2025,1,N,A,10,Direta
05/03/2025,1,N,A,5,Direta
05/03/2025,1,N,U,6,Direta
05/03/2025,2,N,A,13,Distribuidor
05/03/2025,2,N,A,9,Distribuidor
05/03/2025,1,N,A,8,Direta
05/03/2025,1,N,U,4,Direta
06/03/2025,1,N,A,11,Direta
06/03/2025,1,N,U,7,Direta
06/03/2025,2,N,A,11,Distribuidor
06/03/2025,2,N,U,10,Distribuidor
06/03/2025,1,N,U,7,Direta
06/03/2025,1,N,U,1,Direta
06/03/2025,2,N,A,11,Distribuidor
06/03/2025,2,N,A,5,Distribuidor
06/03/2025,2,N,U,5,Distribuidor
06/03/2025,2,N,U,12,Distribuidor
06/03/2025,2,N,U,17,Distribuidor
06/03/2025,1,N,U,13,Direta
06/03/2025,2,N,U,3,Distribuidor
06/03/2025,1,N,U,4,Direta
06/03/2025,1,C,U,1,Direta
06/03/2025,1,N,A,7,Direta
06/03/2025,2,N,U,16,Distribuidor
06/03/2025,1,N,A,14,Direta
06/03/2025,2,N,U,6,Distribuidor
07/03/2025,2,N,A,6,Distribuidor
07/03/2025,1,N,U,12,Direta
07/03/2025,1,N,U,4,Direta
07/03/2025,1,N,U,12,Direta
07/03/2025,2,N,A,4,Distribuidor
07/03/2025,1,N,U,18,Direta
07/03/2025,1,N,U,1,Direta
07/03/2025,2,N,U,4,Distribuidor
07/03/2025,1,N,U,12,Direta
07/03/2025,1,N,A,7,Direta
07/03/2025,1,N,U,3,Direta
07/03/2025,2,N,A,1,Distribuidor
07/03/2025,2,C,U,9,Distribuidor
07/03/2025,2,N,U,17,Distribuidor
07/03/2025,1,N,U,1,Direta
08/03/2025,1,N,U,16,Direta
08/03/2025,1,N,U,15,Direta
08/03/2025,1,N,U,6,Direta
08/03/2025,2,N,U,17,Distribuidor
08/03/2025,1,N,U,10,Direta
08/03/2025,2,N,A,6,Distribuidor
08/03/2025,1,N,U,16,Direta
08/03/2025,1,N,U,2,Direta
08/03/2025,2,N,U,11,Distribuidor
09/03/2025,2,N,U,9,Distribuidor
09/03/2025,1,N,A,13,Direta
09/03/2025,2,N,U,17,Distribuidor
09/03/2025,1,N,U,13,Direta
09/03/2025,1,N,U,16,Direta
09/03/2025,1,N,A,7,Direta
10/03/2025,1,N,A,11,Direta
10/03/2025,2,N,A,13,Distribuidor
10/03/2025,1,N,U,5,Direta
10/03/2025,2,N,A,13,Distribuidor
10/03/2025,2,N,U,11,Distribuidor
10/03/2025,2,N,U,9,Distribuidor
10/03/2025,1,N,U,2,Direta
10/03/2025,1,N,U,16,Direta
10/03/2025,1,C,A,13,Direta
10/03/2025,1,C,U,9,Direta
10/03/2025,2,N,A,3,Distribuidor
10/03/2025,1,N,U,16,Direta
10/03/2025,2,N,U,10,Distribuidor
10/03/2025,1,N,A,17,Direta
10/03/2025,1,C,A,14,Direta
11/03/2025,2,N,A,18,Distribuidor
11/03/2025,1,N,U,10,Direta
11/03/2025,1,N,U,8,Direta
11/03/2025,2,N,U,17,Distribuidor
11/03/2025,1,N,A,4,Direta
11/03/2025,1,N,U,13,Direta
11/03/2025,2,N,U,15,Distribuidor
11/03/2025,2,N,U,14,Distribuidor
11/03/2025,2,N,A,3,Distribuidor
11/03/2025,1,N,U,13,Direta
11/03/2025,1,N,A,8,Direta
11/03/2025,2,N,A,18,Distribuidor
11/03/2025,1,N,U,4,Direta
11/03/2025,2,N,A,17,Distribuidor
11/03/2025,2,N,U,4,Distribuidor
11/03/2025,2,N,U,10,Distribuidor
12/03/2025,1,N,U,17,Direta
12/03/2025,1,N,A,3,Direta
12/03/2025,2,N,U,14,Distribuidor
12/03/2025,1,N,U,18,Direta
12/03/2025,1,C,U,15,Direta
12/03/2025,2,N,U,18,Distribuidor
12/03/2025,2,N,U,6,Distribuidor
12/03/2025,1,N,A,10,Direta
12/03/2025,2,N,A,16,Distribuidor
13/03/2025,2,N,U,11,Distribuidor
13/03/2025,2,N,A,5,Distribuidor
13/03/2025,1,N,U,3,Direta
13/03/2025,2,N,U,17,Distribuidor
13/03/2025,2,N,U,9,Distribuidor
13/03/2025,1,N,A,9,Direta
13/03/2025,2,N,A,15,Distribuidor
13/03/2025,2,N,A,14,Distribuidor
13/03/2025,1,N,A,13,Direta
13/03/2025,1,N,A,15,Direta
13/03/2025,2,N,U,9,Distribuidor
13/03/2025,1,N,A,18,Direta
13/03/2025,1,C,U,18,Direta
13/03/2025,2,N,U,5,Distribuidor
13/03/2025,2,N,U,7,Distribuidor
13/03/2025,1,N,A,5,Direta
13/03/2025,2,N,U,11,Distribuidor
14/03/2025,1,N,U,8,Direta
14/03/2025,1,N,U,16,Direta
14/03/2025,1,N,A,3,Direta
14/03/2025,2,N,U,4,Distribuidor
14/03/2025,1,N,A,2,Direta
14/03/2025,1,N,U,1,Direta
14/03/2025,1,N,A,16,Direta
14/03/2025,1,N,A,11,Direta
14/03/2025,2,N,U,18,Distribuidor
14/03/2025,1,N,U,15,Direta
15/03/2025,2,N,U,4,Distribuidor
15/03/2025,1,N,A,9,Direta
15/03/2025,1,N,A,13,Direta
15/03/2025,1,N,A,3,Direta
15/03/2025,2,N,A,10,Distribuidor
15/03/2025,1,N,A,17,Direta
15/03/2025,2,N,A,16,Distribuidor
15/03/2025,2,N,U,7,Distribuidor
15/03/2025,1,N,A,17,Direta
15/03/2025,1,N,U,18,Direta
15/03/2025,1,N,U,12,Direta
15/03/2025,1,N,A,11,Direta
16/03/2025,2,N,A,13,Distribuidor
16/03/2025,2,N,U,10,Distribuidor
16/03/2025,2,N,U,6,Distribuidor
16/03/2025,1,N,U,8,Direta
16/03/2025,2,N,A,2,Distribuidor
16/03/2025,1,N,A,9,Direta
16/03/2025,1,N,U,1,Direta
16/03/2025,2,N,A,16,Distribuidor
16/03/2025,1,N,U,5,Direta
16/03/2025,1,N,U,2,Direta
16/03/2025,1,N,A,18,Direta
17/03/2025,1,N,A,10,Direta
17/03/2025,1,N,A,5,Direta
17/03/2025,2,N,A,2,Distribuidor
17/03/2025,2,C,A,12,Distribuidor
17/03/2025,1,N,U,6,Direta
17/03/2025,1,N,U,1,Direta
17/03/2025,1,N,U,10,Direta
17/03/2025,2,N,A,18,Distribuidor
17/03/2025,1,N,U,15,Direta
17/03/2025,2,N,A,14,Distribuidor
17/03/2025,2,N,U,9,Distribuidor
18/03/2025,1,N,A,5,Direta
18/03/2025,2,N,A,11,Distribuidor
18/03/2025,2,N,U,7,Distribuidor
18/03/2025,2,N,U,11,Distribuidor
18/03/2025,2,N,A,2,Distribuidor
18/03/2025,2,N,U,2,Distribuidor
18/03/2025,2,N,A,8,Distribuidor
18/03/2025,2,N,U,17,Distribuidor
18/03/2025,2,N,U,6,Distribuidor
18/03/2025,2,N,A,15,Distribuidor
18/03/2025,2,N,U,10,Distribuidor
19/03/2025,2,C,A,1,Distribuidor
19/03/2025,1,N,U,3,Direta
19/03/2025,2,N,A,13,Distribuidor
19/03/2025,2,N,U,14,Distribuidor
19/03/2025,2,N,U,3,Distribuidor
19/03/2025,2,N,U,15,Distribuidor
19/03/2025,1,N,U,7,Direta
19/03/2025,1,N,U,6,Direta
19/03/2025,2,N,A,13,Distribuidor
19/03/2025,2,N,U,16,Distribuidor
19/03/2025,2,N,A,16,Distribuidor
19/03/2025,2,N,A,13,Distribuidor
19/03/2025,2,C,U,3,Distribuidor
19/03/2025,2,N,U,2,Distribuidor
19/03/2025,2,N,U,9,Distribuidor
20/03/2025,1,N,A,10,Direta
20/03/2025,1,N,U,1,Direta
20/03/2025,1,N,U,2,Direta
20/03/2025,1,N,A,17,Direta
20/03/2025,1,N,A,6,Direta
20/03/2025,2,N,U,9,Distribuidor
20/03/2025,1,N,A,10,Direta
20/03/2025,1,N,A,9,Direta
20/03/2025,2,N,A,4,Distribuidor
20/03/2025,1,N,U,17,Direta
20/03/2025,1,N,U,1,Direta
20/03/2025,1,N,A,15,Direta
20/03/2025,2,N,U,2,Distribuidor
20/03/2025,2,N,U,16,Distribuidor
20/03/2025,1,N,U,2,Direta
21/03/2025,1,N,A,11,Direta
21/03/2025,1,N,U,5,Direta
21/03/2025,2,N,U,9,Distribuidor
21/03/2025,1,N,A,4,Direta
21/03/2025,1,N,A,18,Direta
21/03/2025,1,N,U,17,Direta
21/03/2025,1,N,U,3,Direta
21/03/2025,1,N,U,18,Direta
21/03/2025,2,N,U,7,Distribuidor
21/03/2025,2,N,U,10,Distribuidor
22/03/2025,2,N,A,11,Distribuidor
22/03/2025,2,N,A,5,Distribuidor
22/03/2025,1,N,U,1,Direta
22/03/2025,2,N,U,18,Distribuidor
22/03/2025,1,N,U,12,Direta
22/03/2025,1,N,U,16,Direta
22/03/2025,1,N,A,6,Direta
22/03/2025,2,N,A,17,Distribuidor
22/03/2025,1,N,U,5,Direta
22/03/2025,2,N,U,18,Distribuidor
22/03/2025,1,N,U,13,Direta
22/03/2025,1,N,A,8,Direta
22/03/2025,2,N,U,15,Distribuidor
22/03/2025,1,N,U,10,Direta
22/03/2025,2,N,A,11,Distribuidor
23/03/2025,1,C,U,4,Direta
23/03/2025,1,N,U,1,Direta
23/03/2025,1,N,U,16,Direta
23/03/2025,2,N,U,16,Distribuidor
23/03/2025,2,N,A,1,Distribuidor
23/03/2025,1,N,U,11,Direta
23/03/2025,2,N,A,11,Distribuidor
23/03/2025,2,N,U,10,Distribuidor
23/03/2025,2,N,A,5,Distribuidor
24/03/2025,1,N,U,3,Direta
24/03/2025,2,N,U,11,Distribuidor
24/03/2025,1,N,A,14,Direta
24/03/2025,1,N,A,17,Direta
24/03/2025,1,N,U,9,Direta
24/03/2025,1,N,U,2,Direta
24/03/2025,1,N,U,11,Direta
24/03/2025,2,N,U,12,Distribuidor
25/03/2025,1,N,U,18,Direta
25/03/2025,1,N,A,6,Direta
25/03/2025,1,N,A,5,Direta
25/03/2025,1,N,U,7,Direta
25/03/2025,2,N,A,5,Distribuidor
25/03/2025,2,N,U,18,Distribuidor
25/03/2025,2,N,U,14,Distribuidor
25/03/2025,1,N,U,5,Direta
25/03/2025,1,N,U,1,Direta
25/03/2025,1,N,A,7,Direta
25/03/2025,2,N,A,9,Distribuidor
26/03/2025,1,N,U,13,Direta
26/03/2025,2,N,A,3,Distribuidor
26/03/2025,1,N,U,14,Direta
26/03/2025,1,N,U,7,Direta
26/03/2025,2,N,A,15,Distribuidor
26/03/2025,2,C,U,2,Distribuidor
26/03/2025,1,N,A,1,Direta
26/03/2025,2,N,U,17,Distribuidor
26/03/2025,2,N,U,17,Distribuidor
26/03/2025,2,N,U,14,Distribuidor
26/03/2025,1,N,U,18,Direta
26/03/2025,2,N,A,14,Distribuidor
26/03/2025,2,N,A,9,Distribuidor
26/03/2025,1,N,A,17,Direta
27/03/2025,1,N,U,17,Direta
27/03/2025,1,N,U,12,Direta
27/03/2025,1,N,U,3,Direta
27/03/2025,1,N,U,8,Direta
27/03/2025,1,C,U,15,Direta
27/03/2025,2,N,U,11,Distribuidor
27/03/2025,1,N,U,16,Direta
27/03/2025,2,N,U,3,Distribuidor
27/03/2025,1,N,U,2,Direta
27/03/2025,1,N,U,12,Direta
27/03/2025,2,N,U,16,Distribuidor
27/03/2025,2,N,U,10,Distribuidor
27/03/2025,2,C,U,13,Distribuidor
27/03/2025,1,N,U,8,Direta
27/03/2025,1,N,U,16,Direta
27/03/2025,1,N,A,13,Direta
28/03/2025,1,N,U,3,Direta
28/03/2025,1,N,U,11,Direta
28/03/2025,1,N,U,14,Direta
28/03/2025,2,N,U,1,Distribuidor
28/03/2025,2,N,U,14,Distribuidor
28/03/2025,1,N,A,18,Direta
28/03/2025,2,N,A,7,Distribuidor
28/03/2025,1,N,U,4,Direta
28/03/2025,2,N,U,13,Distribuidor
28/03/2025,2,N,U,5,Distribuidor
28/03/2025,2,N,A,10,Distribuidor
28/03/2025,2,N,U,6,Distribuidor
28/03/2025,1,N,A,8,Direta
28/03/2025,2,N,U,17,Distribuidor
28/03/2025,1,N,U,9,Direta
28/03/2025,2,N,A,18,Distribuidor
28/03/2025,2,N,A,15,Distribuidor
28/03/2025,1,N,A,10,Direta
28/03/2025,1,N,U,15,Direta
29/03/2025,2,N,U,18,Distribuidor
29/03/2025,1,N,U,2,Direta
29/03/2025,1,N,U,1,Direta
29/03/2025,2,N,U,8,Distribuidor
29/03/2025,2,N,U,8,Distribuidor
29/03/2025,1,N,U,11,Direta
29/03/2025,1,N,U,7,Direta
29/03/2025,1,N,A,2,Direta
29/03/2025,1,N,U,17,Direta
29/03/2025,1,N,A,10,Direta
29/03/2025,1,N,A,14,Direta
29/03/2025,1,N,A,18,Direta
29/03/2025,1,N,A,17,Direta
30/03/2025,2,N,U,1,Distribuidor
30/03/2025,2,N,A,8,Distribuidor
30/03/2025,2,N,U,6,Distribuidor
30/03/2025,1,N,U,2,Direta
30/03/2025,1,N,U,4,Direta
30/03/2025,1,N,A,8,Direta
30/03/2025,2,N,A,10,Distribuidor
30/03/2025,2,N,U,9,Distribuidor
30/03/2025,1,N,A,8,Direta
30/03/2025,2,N,U,13,Distribuidor
30/03/2025,1,N,U,5,Direta
31/03/2025,1,N,A,8,Direta
31/03/2025,1,N,U,2,Direta
31/03/2025,2,N,U,13,Distribuidor
31/03/2025,1,N,U,17,Direta
31/03/2025,1,N,A,3,Direta
31/03/2025,2,N,A,3,Distribuidor
31/03/2025,1,N,A,1,Direta
31/03/2025,1,N,A,4,Direta
31/03/2025,1,C,U,6,Direta
31/03/2025,2,N,U,1,Distribuidor
31/03/2025,2,N,U,12,Distribuidor
31/03/2025,1,N,U,18,Direta
31/03/2025,1,N,U,3,Direta
31/03/2025,2,N,U,9,Distribuidor
31/03/2025,1,N,U,11,Direta
31/03/2025,1,N,U,3,Direta
31/03/2025,2,N,U,7,Distribuidor
31/03/2025,1,C,U,18,Direta
31/03/2025,1,N,A,15,Direta
31/03/2025,1,N,U,6,Direta
01/04/2025,2,N,U,8,Distribuidor
01/04/2025,1,N,U,14,Direta
01/04/2025,1,N,A,6,Direta
01/04/2025,2,C,A,15,Distribuidor
01/04/2025,2,N,A,8,Distribuidor
01/04/2025,2,N,A,6,Distribuidor
01/04/2025,2,N,A,5,Distribuidor
01/04/2025,1,N,U,2,Direta
02/04/2025,2,N,A,18,Distribuidor
02/04/2025,2,N,A,7,Distribuidor
02/04/2025,1,N,U,1,Direta
02/04/2025,1,N,U,16,Direta
02/04/2025,1,N,U,9,Direta
02/04/2025,2,N,U,11,Distribuidor
02/04/2025,2,N,U,5,Distribuidor
02/04/2025,2,N,U,14,Distribuidor
02/04/2025,2,N,U,16,Distribuidor
02/04/2025,1,N,A,7,Direta
02/04/2025,1,N,U,6,Direta
02/04/2025,2,N,U,9,Distribuidor
02/04/2025,1,N,U,7,Direta
02/04/2025,2,C,U,8,Distribuidor
02/04/2025,1,N,U,15,Direta
03/04/2025,2,N,U,16,Distribuidor
03/04/2025,1,N,A,1,Direta
03/04/2025,2,N,U,7,Distribuidor
03/04/2025,2,N,A,3,Distribuidor
03/04/2025,1,N,A,16,Direta
03/04/2025,2,N,U,6,Distribuidor
03/04/2025,1,N,A,2,Direta
03/04/2025,1,N,U,13,Direta
03/04/2025,1,N,U,1,Direta
03/04/2025,2,N,U,18,Distribuidor
03/04/2025,1,N,U,16,Direta
03/04/2025,1,N,U,13,Direta
03/04/2025,2,N,U,2,Distribuidor
04/04/2025,1,N,A,9,Direta
04/04/2025,2,N,U,8,Distribuidor
04/04/2025,2,N,U,16,Distribuidor
04/04/2025,2,N,U,17,Distribuidor
04/04/2025,1,N,U,12,Direta
04/04/2025,2,N,U,4,Distribuidor
04/04/2025,2,C,U,16,Distribuidor
04/04/2025,2,N,U,10,Distribuidor
04/04/2025,2,N,A,11,Distribuidor
04/04/2025,1,C,A,16,Direta
04/04/2025,1,N,A,4,Direta
04/04/2025,2,N,U,15,Distribuidor
04/04/2025,1,N,U,14,Direta
04/04/2025,2,N,U,10,Distribuidor
04/04/2025,2,N,A,9,Distribuidor
05/04/2025,1,N,A,16,Direta
05/04/2025,2,N,A,5,Distribuidor
05/04/2025,1,N,U,14,Direta
05/04/2025,1,C,U,15,Direta
05/04/2025,2,N,U,9,Distribuidor
05/04/2025,2,N,U,14,Distribuidor
05/04/2025,1,N,U,8,Direta
05/04/2025,2,N,A,15,Distribuidor
05/04/2025,2,N,U,18,Distribuidor
05/04/2025,2,N,U,9,Distribuidor
05/04/2025,1,N,U,2,Direta
05/04/2025,2,N,A,6,Distribuidor
05/04/2025,2,N,A,12,Distribuidor
06/04/2025,2,N,U,6,Distribuidor
06/04/2025,1,N,U,2,Direta
06/04/2025,2,N,A,9,Distribuidor
06/04/2025,2,N,A,12,Distribuidor
06/04/2025,2,N,A,14,Distribuidor
06/04/2025,1,N,A,15,Direta
06/04/2025,2,N,U,18,Distribuidor
06/04/2025,1,N,A,15,Direta
06/04/2025,2,N,U,9,Distribuidor
06/04/2025,1,N,A,17,Direta
06/04/2025,1,N,U,16,Direta
06/04/2025,1,N,A,11,Direta
06/04/2025,2,N,U,4,Distribuidor
06/04/2025,1,N,A,6,Direta
06/04/2025,2,N,U,17,Distribuidor
06/04/2025,2,N,U,6,Distribuidor
06/04/2025,2,N,A,1,Distribuidor
07/04/2025,2,N,A,13,Distribuidor
07/04/2025,1,N,U,16,Direta
07/04/2025,2,N,U,4,Distribuidor
07/04/2025,2,N,U,6,Distribuidor
07/04/2025,2,N,U,15,Distribuidor
07/04/2025,2,N,U,1,Distribuidor
07/04/2025,1,N,U,15,Direta
07/04/2025,2,N,A,11,Distribuidor
07/04/2025,2,N,U,18,Distribuidor
07/04/2025,1,N,A,4,Direta
07/04/2025,2,N,A,3,Distribuidor
07/04/2025,2,N,A,3,Distribuidor
07/04/2025,2,N,A,6,Distribuidor
07/04/2025,1,C,U,7,Direta
07/04/2025,2,C,A,2,Distribuidor
07/04/2025,1,C,A,10,Direta
07/04/2025,2,N,U,9,Distribuidor
07/04/2025,2,N,U,8,Distribuidor
08/04/2025,2,N,U,17,Distribuidor
08/04/2025,1,N,A,5,Direta
08/04/2025,2,N,A,15,Distribuidor
08/04/2025,1,N,U,8,Direta
08/04/2025,2,N,U,5,Distribuidor
08/04/2025,2,C,U,7,Distribuidor
08/04/2025,1,N,U,16,Direta
08/04/2025,1,N,U,18,Direta
08/04/2025,2,N,A,18,Distribuidor
08/04/2025,1,C,U,18,Direta
08/04/2025,2,N,A,4,Distribuidor
08/04/2025,1,N,U,18,Direta
08/04/2025,1,N,A,10,Direta
