index,Data,ID Produto,ID Cliente,Preço,Preço Unitário,Quantidade,Situação,ID Canal de Venda,ID Vendedor
1246,4/3/2025,7,1,5.92,7.1,96,N,2,7
1247,1/6/2025,7,10,5.92,7.1,41,N,2,4
1248,9/2/2025,7,8,5.92,7.1,145,N,1,4
1249,24/6/2025,7,9,5.92,7.1,145,N,2,3
1250,17/6/2025,7,14,5.92,7.1,126,N,2,4
1251,26/8/2025,7,2,5.92,7.1,76,N,1,2
1252,26/10/2025,7,3,5.92,7.1,57,N,1,9
1253,7/10/2025,7,18,5.92,7.1,102,N,2,1
1254,27/11/2025,7,12,5.92,7.1,34,N,2,9
1255,11/2/2025,7,3,5.92,7.1,85,N,1,9
1256,21/9/2025,7,13,5.92,7.1,37,N,1,9
1257,21/1/2025,7,16,5.92,7.1,16,N,1,5
1258,19/4/2025,7,2,5.92,7.1,127,N,2,9
1259,12/10/2025,7,18,5.92,7.1,5,N,2,3
1260,30/3/2025,7,2,5.92,7.1,32,N,1,2
1261,10/11/2025,7,5,5.92,7.1,2,N,2,10
1262,10/8/2025,7,7,5.92,7.1,29,N,2,4
1263,8/7/2025,7,6,5.92,7.1,57,N,1,5
1264,18/9/2025,7,11,5.92,7.1,147,N,1,3
1265,9/2/2025,7,4,5.92,7.1,105,N,2,10
1266,21/5/2025,7,2,5.92,7.1,134,N,2,7
1267,20/8/2025,7,16,5.92,7.1,57,N,1,7
1268,12/2/2025,7,5,5.92,7.1,42,N,1,3
1269,28/9/2025,7,4,5.92,7.1,76,N,1,1
1270,30/3/2025,7,4,5.92,7.1,58,N,1,6
1271,20/11/2025,7,12,5.92,7.1,144,N,1,1
1272,13/11/2025,7,8,5.92,7.1,23,N,2,4
1273,20/2/2025,7,9,5.92,7.1,35,N,2,8
1274,29/4/2025,7,5,5.92,7.1,96,N,2,1
1275,26/2/2025,7,13,5.92,7.1,45,N,2,6
1276,3/2/2025,7,16,5.92,7.1,124,N,2,3
1277,21/2/2025,7,11,5.92,7.1,47,N,2,3
1278,22/3/2025,7,18,5.92,7.1,50,N,2,3
1279,15/1/2025,7,6,5.92,7.1,66,N,1,10
1280,1/3/2025,7,1,5.92,7.1,79,N,2,10
1281,4/1/2025,7,3,5.92,7.1,19,N,2,2
1282,9/11/2025,7,6,5.92,7.1,133,N,1,6
1283,12/4/2025,7,7,5.92,7.1,134,N,1,10
1284,13/4/2025,7,10,5.92,7.1,101,N,1,10
1285,27/4/2025,7,3,5.92,7.1,72,N,2,10
1286,29/8/2025,7,8,5.92,7.1,24,N,2,5
1287,14/12/2025,7,12,5.92,7.1,78,N,1,2
1288,23/11/2025,7,14,5.92,7.1,24,N,2,6
1289,26/4/2025,7,5,5.92,7.1,100,C,1,5
1290,15/9/2025,7,3,5.92,7.1,133,N,2,6
1291,13/2/2025,7,8,5.92,7.1,6,N,1,10
1292,5/7/2025,7,16,5.92,7.1,17,N,1,2
1293,26/12/2025,7,18,5.92,7.1,104,N,2,7
1294,23/11/2025,7,11,5.92,7.1,125,N,2,2
1295,21/10/2025,7,17,5.92,7.1,34,N,1,10
1296,3/5/2025,7,5,5.92,7.1,101,N,2,7
1297,8/2/2025,7,9,5.92,7.1,124,N,1,4
1298,25/9/2025,7,5,5.92,7.1,118,N,2,7
1299,9/12/2025,7,2,5.92,7.1,147,N,1,3
1300,25/8/2025,7,8,5.92,7.1,106,N,1,8
1301,18/6/2025,7,3,5.92,7.1,55,N,2,2
1302,1/12/2025,7,14,5.92,7.1,97,N,1,3
1303,27/3/2025,7,11,5.92,7.1,32,N,2,3
1304,21/8/2025,7,2,5.92,7.1,21,N,2,8
1305,28/6/2025,7,5,5.92,7.1,115,N,2,7
1306,20/8/2025,7,7,5.92,7.1,40,N,1,5
1307,15/10/2025,7,8,5.92,7.1,114,N,1,3
1308,13/10/2025,7,10,5.92,7.1,98,N,1,10
1309,17/9/2025,7,17,5.92,7.1,70,N,2,9
1310,12/8/2025,7,8,5.92,7.1,62,N,1,3
1311,12/12/2025,7,9,5.92,7.1,140,N,2,2
1312,20/12/2025,7,18,5.92,7.1,122,N,2,6
1313,10/12/2025,7,5,5.92,7.1,66,N,2,1
1314,19/12/2025,7,3,5.92,7.1,84,N,1,1
1315,19/5/2025,7,6,5.92,7.1,78,N,1,8
1316,13/5/2025,7,17,5.92,7.1,95,N,2,1
1317,4/7/2025,7,9,5.92,7.1,131,N,1,5
1318,2/11/2025,7,12,5.92,7.1,87,N,2,8
1319,25/11/2025,7,18,5.92,7.1,124,N,1,10
1320,13/11/2025,7,10,5.92,7.1,17,N,2,8
1321,21/10/2025,7,8,5.92,7.1,76,N,1,1
1322,3/2/2025,7,2,5.92,7.1,5,N,2,3
1323,6/8/2025,7,12,5.92,7.1,26,N,1,3
1324,15/7/2025,7,15,5.92,7.1,144,N,1,1
1325,28/10/2025,7,6,5.92,7.1,148,N,1,10
1326,14/10/2025,7,14,5.92,7.1,13,N,2,4
1327,28/8/2025,7,12,5.92,7.1,76,N,2,3
1328,25/9/2025,7,12,5.92,7.1,90,N,1,8
1329,21/7/2025,7,10,5.92,7.1,112,N,2,1
1330,17/1/2025,7,4,5.92,7.1,123,N,1,7
1331,27/1/2025,7,16,5.92,7.1,6,N,1,6
1332,1/2/2025,7,4,5.92,7.1,34,N,2,5
1333,26/10/2025,7,4,5.92,7.1,139,N,1,3
1334,22/11/2025,7,8,5.92,7.1,75,N,2,6
1335,13/7/2025,7,13,5.92,7.1,95,N,1,5
1336,22/2/2025,7,1,5.92,7.1,122,N,1,10
1337,21/9/2025,7,10,5.92,7.1,124,N,1,7
1338,19/1/2025,7,14,5.92,7.1,14,N,2,10
1339,23/7/2025,7,6,5.92,7.1,97,N,2,4
1340,2/12/2025,7,6,5.92,7.1,118,N,1,1
1341,1/4/2025,7,14,5.92,7.1,57,N,1,2
1342,24/3/2025,7,11,5.92,7.1,58,N,2,6
1343,27/3/2025,7,16,5.92,7.1,89,N,1,3
1344,26/4/2025,7,12,5.92,7.1,149,N,2,1
1345,19/12/2025,7,16,5.92,7.1,122,N,1,9
1346,27/12/2025,7,15,5.92,7.1,58,N,2,5
1347,19/3/2025,7,15,5.92,7.1,68,N,2,10
1348,28/1/2025,7,1,5.92,7.1,67,N,2,10
1349,27/6/2025,7,17,5.92,7.1,107,N,1,8
1350,24/2/2025,7,8,5.92,7.1,34,N,2,1
1351,14/6/2025,7,11,5.92,7.1,56,N,2,6
1352,7/1/2025,7,5,5.92,7.1,62,N,2,5
1353,24/12/2025,7,5,5.92,7.1,61,N,1,5
1354,20/3/2025,7,9,5.92,7.1,80,N,2,3
1355,11/11/2025,7,5,5.92,7.1,84,N,2,4
1356,5/4/2025,7,14,5.92,7.1,80,N,2,3
1357,6/1/2025,7,15,5.92,7.1,85,N,2,7
1358,29/11/2025,7,10,5.92,7.1,42,N,2,1
1359,24/4/2025,7,7,5.92,7.1,104,N,1,5
1360,24/2/2025,7,17,5.92,7.1,44,N,1,8
1361,13/2/2025,7,15,5.92,7.1,83,N,1,10
1362,17/4/2025,7,3,5.92,7.1,26,N,1,9
1363,9/11/2025,7,12,5.92,7.1,85,N,2,3
1364,8/1/2025,7,5,5.92,7.1,47,N,1,2
1365,12/9/2025,7,9,5.92,7.1,31,N,2,1
1366,30/8/2025,7,11,5.92,7.1,32,N,1,9
1367,30/5/2025,7,13,5.92,7.1,126,N,2,1
1368,21/1/2025,7,7,5.92,7.1,63,N,1,6
1369,5/9/2025,7,17,5.92,7.1,53,C,1,10
1370,14/11/2025,7,2,5.92,7.1,78,N,2,9
1371,5/7/2025,7,4,5.92,7.1,66,N,1,8
1372,30/1/2025,7,11,5.92,7.1,74,N,2,1
1373,10/3/2025,7,13,5.92,7.1,132,N,2,7
1374,18/4/2025,7,14,5.92,7.1,96,N,2,9
1375,4/9/2025,7,10,5.92,7.1,144,N,1,8
1376,16/12/2025,7,12,5.92,7.1,60,C,1,5
1377,6/4/2025,7,14,5.92,7.1,141,N,2,10
1378,21/4/2025,7,6,5.92,7.1,16,N,1,3
1379,11/3/2025,7,17,5.92,7.1,32,N,2,5
1380,26/1/2025,7,13,5.92,7.1,15,N,2,3
1381,31/8/2025,7,15,5.92,7.1,122,N,2,10
1382,27/4/2025,7,14,5.92,7.1,46,N,1,3
1383,24/1/2025,7,15,5.92,7.1,101,N,1,3
1384,18/1/2025,7,18,5.92,7.1,19,N,2,5
1385,13/12/2025,7,18,5.92,7.1,95,N,2,9
1386,8/11/2025,7,15,5.92,7.1,93,N,2,7
1387,27/1/2025,7,10,5.92,7.1,123,N,2,1
1388,26/2/2025,7,9,5.92,7.1,122,N,1,8
1389,25/5/2025,7,18,5.92,7.1,124,N,2,10
1390,28/6/2025,7,10,5.92,7.1,8,N,2,9
1391,12/5/2025,7,11,5.92,7.1,116,N,1,6
1392,25/9/2025,7,4,5.92,7.1,83,N,1,10
1393,28/7/2025,7,5,5.92,7.1,124,N,2,2
1394,26/8/2025,7,12,5.92,7.1,62,N,1,2
1395,3/5/2025,7,6,5.92,7.1,31,N,1,10
1396,5/4/2025,7,8,5.92,7.1,66,N,1,4
1397,24/8/2025,7,6,5.92,7.1,102,C,2,6
1398,8/3/2025,7,10,5.92,7.1,8,N,1,5
1399,23/2/2025,7,18,5.92,7.1,139,N,2,5
1400,11/2/2025,8,3,10.17,12.2,101,N,1,7
1401,10/8/2025,8,13,10.17,12.2,71,N,2,9
1402,17/2/2025,8,2,10.17,12.2,118,C,2,7
1403,4/2/2025,8,6,10.17,12.2,88,N,2,5
1404,4/9/2025,8,4,10.17,12.2,7,N,1,1
1405,26/9/2025,8,9,10.17,12.2,13,N,2,10
1406,28/10/2025,8,14,10.17,12.2,135,N,2,3
1407,5/1/2025,8,16,10.17,12.2,97,N,1,6
1408,8/4/2025,8,5,10.17,12.2,121,N,1,6
1409,14/3/2025,8,3,10.17,12.2,116,N,1,10
1410,7/6/2025,8,10,10.17,12.2,83,N,1,6
1411,26/1/2025,8,1,10.17,12.2,25,N,1,2
1412,6/5/2025,8,3,10.17,12.2,120,N,1,3
1413,1/2/2025,8,10,10.17,12.2,80,N,2,10
1414,3/6/2025,8,2,10.17,12.2,64,N,1,5
1415,6/7/2025,8,5,10.17,12.2,145,N,2,7
1416,4/9/2025,8,17,10.17,12.2,137,N,1,1
1417,4/1/2025,8,17,10.17,12.2,112,N,2,9
1418,7/1/2025,8,2,10.17,12.2,25,N,1,2
1419,26/8/2025,8,1,10.17,12.2,81,N,2,4
1420,2/8/2025,8,18,10.17,12.2,69,N,1,9
1421,28/8/2025,8,15,10.17,12.2,99,C,1,4
1422,3/6/2025,8,8,10.17,12.2,39,N,2,4
1423,25/9/2025,8,4,10.17,12.2,129,N,1,2
1424,26/6/2025,8,9,10.17,12.2,21,N,1,10
1425,20/2/2025,8,17,10.17,12.2,148,N,1,7
1426,18/6/2025,8,13,10.17,12.2,88,N,2,6
1427,17/11/2025,8,3,10.17,12.2,16,N,2,9
1428,4/2/2025,8,10,10.17,12.2,64,N,1,9
1429,1/7/2025,8,4,10.17,12.2,88,N,1,10
1430,19/6/2025,8,12,10.17,12.2,74,N,1,7
1431,20/12/2025,8,3,10.17,12.2,3,N,2,10
1432,27/10/2025,8,7,10.17,12.2,22,N,1,8
1433,11/3/2025,8,4,10.17,12.2,128,N,1,3
1434,1/12/2025,8,4,10.17,12.2,137,N,1,8
1435,17/6/2025,8,12,10.17,12.2,16,N,2,10
1436,22/11/2025,8,4,10.17,12.2,45,N,2,9
1437,30/5/2025,8,8,10.17,12.2,89,N,2,9
1438,6/8/2025,8,14,10.17,12.2,132,N,2,6
1439,25/9/2025,8,18,10.17,12.2,87,N,1,3
1440,13/2/2025,8,12,10.17,12.2,100,N,1,8
1441,29/8/2025,8,8,10.17,12.2,108,C,1,7
1442,29/6/2025,8,17,10.17,12.2,137,N,1,8
1443,20/2/2025,8,1,10.17,12.2,29,C,2,8
1444,6/1/2025,8,13,10.17,12.2,11,N,2,3
1445,10/2/2025,8,4,10.17,12.2,52,N,2,1
1446,6/2/2025,8,8,10.17,12.2,129,N,1,8
1447,23/8/2025,8,9,10.17,12.2,1,N,1,2
1448,16/12/2025,8,7,10.17,12.2,106,N,1,3
1449,26/7/2025,8,1,10.17,12.2,107,N,2,7
1450,17/5/2025,8,1,10.17,12.2,15,N,1,2
1451,5/6/2025,8,18,10.17,12.2,131,N,1,9
1452,5/7/2025,8,11,10.17,12.2,60,N,2,1
1453,6/10/2025,8,4,10.17,12.2,57,N,2,3
1454,17/12/2025,8,5,10.17,12.2,100,C,1,4
1455,26/1/2025,8,4,10.17,12.2,104,N,2,3
1456,18/1/2025,8,9,10.17,12.2,81,N,1,7
1457,27/10/2025,8,3,10.17,12.2,79,N,2,10
1458,9/7/2025,8,2,10.17,12.2,93,N,2,3
1459,7/9/2025,8,10,10.17,12.2,24,N,1,9
1460,9/8/2025,8,13,10.17,12.2,9,N,2,10
1461,28/10/2025,8,6,10.17,12.2,24,N,1,2
1462,3/10/2025,8,18,10.17,12.2,24,N,1,8
1463,22/11/2025,8,9,10.17,12.2,42,N,2,1
1464,19/5/2025,8,6,10.17,12.2,99,N,1,3
1465,19/1/2025,8,13,10.17,12.2,99,N,1,7
1466,20/8/2025,8,15,10.17,12.2,52,N,2,5
1467,13/10/2025,8,8,10.17,12.2,108,N,2,5
1468,11/9/2025,8,1,10.17,12.2,10,N,1,6
1469,6/10/2025,8,11,10.17,12.2,7,N,2,2
1470,8/9/2025,8,15,10.17,12.2,90,N,1,4
1471,3/6/2025,8,5,10.17,12.2,67,N,1,8
1472,24/8/2025,8,10,10.17,12.2,52,N,2,6
1473,10/7/2025,8,4,10.17,12.2,96,N,2,3
1474,6/1/2025,8,4,10.17,12.2,13,N,1,10
1475,2/4/2025,8,9,10.17,12.2,95,N,1,4
1476,31/7/2025,8,17,10.17,12.2,34,N,2,8
1477,28/3/2025,8,14,10.17,12.2,38,N,1,4
1478,10/2/2025,8,4,10.17,12.2,58,N,2,3
1479,17/1/2025,8,5,10.17,12.2,18,N,1,8
1480,13/10/2025,8,8,10.17,12.2,125,N,1,10
1481,3/8/2025,8,15,10.17,12.2,4,N,1,5
1482,6/4/2025,8,15,10.17,12.2,137,N,1,1
1483,18/9/2025,8,7,10.17,12.2,25,N,2,3
1484,14/10/2025,8,18,10.17,12.2,81,N,2,10
1485,13/3/2025,8,9,10.17,12.2,118,N,1,6
1486,24/12/2025,8,18,10.17,12.2,9,C,2,9
1487,21/8/2025,8,12,10.17,12.2,25,N,2,7
1488,12/2/2025,8,7,10.17,12.2,106,N,2,5
1489,6/12/2025,8,12,10.17,12.2,99,N,2,6
1490,29/9/2025,8,10,10.17,12.2,40,N,1,9
1491,10/3/2025,8,11,10.17,12.2,12,N,2,3
1492,20/11/2025,8,8,10.17,12.2,29,N,1,6
1493,4/1/2025,8,12,10.17,12.2,143,N,1,8
1494,26/11/2025,8,3,10.17,12.2,80,N,2,5
1495,21/5/2025,8,2,10.17,12.2,108,N,2,8
1496,12/12/2025,8,2,10.17,12.2,8,C,1,3
1497,15/10/2025,8,9,10.17,12.2,64,N,1,5
1498,10/5/2025,8,9,10.17,12.2,14,N,1,5
1499,11/1/2025,8,13,10.17,12.2,35,N,2,8
1500,16/5/2025,8,4,10.17,12.2,51,N,2,1
1501,12/7/2025,8,12,10.17,12.2,11,N,2,1
1502,16/5/2025,8,12,10.17,12.2,26,N,1,3
1503,5/8/2025,8,16,10.17,12.2,131,C,2,5
1504,27/11/2025,8,8,10.17,12.2,122,N,2,7
1505,30/5/2025,8,10,10.17,12.2,126,N,1,2
1506,6/12/2025,8,1,10.17,12.2,49,N,2,9
1507,17/11/2025,8,6,10.17,12.2,24,N,1,2
1508,5/10/2025,8,5,10.17,12.2,35,N,2,4
1509,19/12/2025,8,2,10.17,12.2,127,N,1,8
1510,28/1/2025,8,5,10.17,12.2,22,N,2,9
1511,10/10/2025,8,15,10.17,12.2,38,N,1,2
1512,29/8/2025,8,1,10.17,12.2,70,N,2,10
1513,6/11/2025,8,10,10.17,12.2,84,N,1,6
1514,15/1/2025,8,11,10.17,12.2,46,N,2,8
1515,3/6/2025,8,16,10.17,12.2,11,N,1,5
1516,13/4/2025,8,9,10.17,12.2,10,N,2,6
1517,15/7/2025,8,12,10.17,12.2,110,N,1,5
1518,25/5/2025,8,4,10.17,12.2,126,N,1,8
1519,24/12/2025,8,16,10.17,12.2,63,N,1,8
1520,19/3/2025,8,7,10.17,12.2,75,N,1,9
1521,9/2/2025,8,1,10.17,12.2,65,N,2,1
1522,21/10/2025,8,18,10.17,12.2,22,N,2,4
1523,13/11/2025,8,7,10.17,12.2,126,N,1,7
1524,25/5/2025,8,10,10.17,12.2,135,N,2,7
1525,16/3/2025,8,8,10.17,12.2,8,N,1,2
1526,26/8/2025,8,6,10.17,12.2,125,N,1,6
1527,28/9/2025,8,8,10.17,12.2,26,C,2,3
1528,9/1/2025,8,9,10.17,12.2,122,N,1,1
1529,29/12/2025,8,7,10.17,12.2,48,N,2,10
1530,31/3/2025,8,17,10.17,12.2,87,N,1,7
1531,4/12/2025,8,6,10.17,12.2,25,N,2,9
1532,7/3/2025,8,1,10.17,12.2,48,N,1,4
1533,1/1/2025,8,17,10.17,12.2,60,N,2,2
1534,25/2/2025,8,10,10.17,12.2,108,N,1,2
1535,21/5/2025,8,15,10.17,12.2,44,N,2,6
1536,9/8/2025,8,9,10.17,12.2,56,N,2,8
1537,30/10/2025,8,5,10.17,12.2,111,N,1,9
1538,31/10/2025,8,17,10.17,12.2,17,N,1,4
1539,7/2/2025,8,16,10.17,12.2,61,N,1,9
1540,1/12/2025,8,15,10.17,12.2,103,N,2,10
1541,31/12/2025,8,12,10.17,12.2,37,N,2,2
1542,15/2/2025,8,8,10.17,12.2,92,N,1,1
1543,4/8/2025,8,17,10.17,12.2,83,N,1,3
1544,25/6/2025,8,14,10.17,12.2,123,N,2,5
1545,22/3/2025,8,12,10.17,12.2,98,N,1,10
1546,4/6/2025,8,13,10.17,12.2,10,N,2,4
1547,27/5/2025,8,11,10.17,12.2,60,N,1,3
1548,17/1/2025,8,8,10.17,12.2,43,N,2,2
1549,20/8/2025,8,4,10.17,12.2,9,N,2,8
1550,28/11/2025,8,6,10.17,12.2,118,N,1,7
1551,23/11/2025,8,10,10.17,12.2,82,N,2,1
1552,17/5/2025,8,2,10.17,12.2,3,N,1,9
1553,9/8/2025,8,8,10.17,12.2,24,N,1,2
1554,8/8/2025,8,14,10.17,12.2,11,N,2,8
1555,23/8/2025,8,1,10.17,12.2,34,N,1,5
1556,5/11/2025,8,14,10.17,12.2,108,N,1,6
1557,20/6/2025,8,17,10.17,12.2,136,N,2,9
1558,4/6/2025,8,15,10.17,12.2,80,N,1,4
1559,11/2/2025,8,8,10.17,12.2,132,N,1,4
1560,3/8/2025,8,15,10.17,12.2,40,N,2,10
1561,2/7/2025,8,16,10.17,12.2,124,N,2,4
1562,23/10/2025,8,17,10.17,12.2,99,N,2,5
1563,3/11/2025,8,8,10.17,12.2,125,N,1,6
1564,12/11/2025,8,13,10.17,12.2,110,N,1,7
1565,5/3/2025,8,10,10.17,12.2,131,N,1,10
1566,14/12/2025,8,2,10.17,12.2,92,N,2,1
1567,9/2/2025,8,18,10.17,12.2,137,N,2,9
1568,17/3/2025,8,2,10.17,12.2,109,N,2,1
1569,31/5/2025,8,7,10.17,12.2,56,N,1,9
1570,26/12/2025,8,10,10.17,12.2,133,N,1,5
1571,13/5/2025,8,7,10.17,12.2,73,N,1,9
1572,5/12/2025,8,17,10.17,12.2,147,C,1,8
1573,25/11/2025,8,7,10.17,12.2,90,N,2,6
1574,1/5/2025,8,15,10.17,12.2,57,C,2,2
1575,8/3/2025,8,6,10.17,12.2,147,N,2,4
1576,5/12/2025,8,16,10.17,12.2,116,N,2,4
1577,2/3/2025,8,10,10.17,12.2,128,N,1,6
1578,14/4/2025,8,13,10.17,12.2,40,N,1,9
1579,3/11/2025,8,13,10.17,12.2,106,N,2,3
1580,11/9/2025,8,7,10.17,12.2,80,N,1,6
1581,23/7/2025,8,5,10.17,12.2,52,N,2,9
1582,20/10/2025,8,1,10.17,12.2,4,N,2,5
1583,3/8/2025,8,16,10.17,12.2,81,N,2,7
1584,25/4/2025,8,13,10.17,12.2,133,N,2,8
1585,4/4/2025,8,16,10.17,12.2,50,N,2,3
1586,16/2/2025,8,10,10.17,12.2,23,N,2,2
1587,21/12/2025,8,12,10.17,12.2,97,N,2,4
1588,23/12/2025,8,9,10.17,12.2,39,N,1,10
1589,25/7/2025,8,7,10.17,12.2,92,N,2,2
1590,8/3/2025,8,16,10.17,12.2,98,N,1,6
1591,19/7/2025,8,4,10.17,12.2,89,N,1,5
1592,1/4/2025,8,6,10.17,12.2,148,N,1,7
1593,5/9/2025,8,16,10.17,12.2,82,N,1,4
1594,7/5/2025,8,2,10.17,12.2,51,N,1,1
1595,8/2/2025,8,5,10.17,12.2,134,N,1,2
1596,10/4/2025,8,7,10.17,12.2,145,N,2,3
1597,19/4/2025,8,16,10.17,12.2,89,N,2,10
1598,30/11/2025,8,5,10.17,12.2,14,N,1,1
1599,5/7/2025,8,9,10.17,12.2,71,N,1,1
1600,30/11/2025,9,6,62.65,75.18,31,N,1,1
1601,20/11/2025,9,18,62.65,75.18,59,N,2,6
1602,15/9/2025,9,18,62.65,75.18,59,N,2,2
1603,9/9/2025,9,1,62.65,75.18,139,N,2,4
1604,28/7/2025,9,8,62.65,75.18,38,N,2,3
1605,28/12/2025,9,8,62.65,75.18,29,N,1,7
1606,6/1/2025,9,6,62.65,75.18,73,N,1,4
1607,2/12/2025,9,16,62.65,75.18,128,C,1,7
1608,26/9/2025,9,4,62.65,75.18,141,N,2,7
1609,19/5/2025,9,3,62.65,75.18,126,N,1,10
1610,28/5/2025,9,15,62.65,75.18,123,N,2,9
1611,15/10/2025,9,5,62.65,75.18,77,N,2,1
1612,6/6/2025,9,2,62.65,75.18,149,C,2,1
1613,6/11/2025,9,18,62.65,75.18,55,N,2,7
1614,30/10/2025,9,2,62.65,75.18,77,N,1,10
1615,27/12/2025,9,13,62.65,75.18,103,N,2,8
1616,23/1/2025,9,7,62.65,75.18,12,N,2,5
1617,27/8/2025,9,1,62.65,75.18,137,N,2,8
1618,20/11/2025,9,15,62.65,75.18,88,C,1,4
1619,17/4/2025,9,13,62.65,75.18,122,N,1,3
1620,2/5/2025,9,10,62.65,75.18,81,N,1,10
1621,31/3/2025,9,3,62.65,75.18,130,N,1,4
1622,20/10/2025,9,10,62.65,75.18,141,N,2,3
1623,4/3/2025,9,9,62.65,75.18,15,N,1,2
1624,11/5/2025,9,12,62.65,75.18,120,N,1,6
1625,29/1/2025,9,1,62.65,75.18,65,N,2,4
1626,20/9/2025,9,11,62.65,75.18,125,N,1,2
1627,31/7/2025,9,5,62.65,75.18,148,N,1,6
1628,28/12/2025,9,17,62.65,75.18,89,N,2,9
1629,30/10/2025,9,2,62.65,75.18,36,N,2,8
1630,15/7/2025,9,12,62.65,75.18,97,N,2,8
1631,19/1/2025,9,15,62.65,75.18,119,C,2,10
1632,2/4/2025,9,11,62.65,75.18,27,N,2,2
1633,25/5/2025,9,10,62.65,75.18,56,N,2,10
1634,24/7/2025,9,16,62.65,75.18,122,N,1,3
1635,9/5/2025,9,12,62.65,75.18,98,N,1,5
1636,7/12/2025,9,3,62.65,75.18,20,N,1,5
1637,21/6/2025,9,2,62.65,75.18,50,N,2,1
1638,8/8/2025,9,5,62.65,75.18,84,N,1,1
1639,1/1/2025,9,8,62.65,75.18,48,N,2,6
1640,25/10/2025,9,17,62.65,75.18,9,N,1,1
1641,6/10/2025,9,1,62.65,75.18,49,N,2,8
1642,22/7/2025,9,12,62.65,75.18,99,N,2,5
1643,15/2/2025,9,16,62.65,75.18,100,N,2,3
1644,13/7/2025,9,18,62.65,75.18,72,N,2,7
1645,23/11/2025,9,2,62.65,75.18,125,N,1,5
1646,17/10/2025,9,6,62.65,75.18,98,C,2,5
1647,21/7/2025,9,14,62.65,75.18,52,N,1,5
1648,3/2/2025,9,7,62.65,75.18,103,N,1,6
1649,22/4/2025,9,5,62.65,75.18,46,N,1,8
1650,21/12/2025,9,12,62.65,75.18,128,N,2,5
1651,28/7/2025,9,18,62.65,75.18,84,N,2,8
1652,25/11/2025,9,3,62.65,75.18,129,N,1,4
1653,13/4/2025,9,5,62.65,75.18,80,N,2,7
1654,7/6/2025,9,18,62.65,75.18,79,C,1,2
1655,29/3/2025,9,8,62.65,75.18,17,N,2,8
1656,6/7/2025,9,14,62.65,75.18,11,N,2,1
1657,27/6/2025,9,14,62.65,75.18,145,N,2,8
1658,7/11/2025,9,12,62.65,75.18,110,N,1,9
1659,24/2/2025,9,5,62.65,75.18,32,N,2,5
1660,8/10/2025,9,17,62.65,75.18,40,N,1,9
1661,20/8/2025,9,13,62.65,75.18,34,N,2,7
1662,21/2/2025,9,8,62.65,75.18,13,N,1,6
1663,31/3/2025,9,3,62.65,75.18,140,N,2,8
1664,15/10/2025,9,1,62.65,75.18,81,N,2,8
1665,11/10/2025,9,1,62.65,75.18,107,N,1,6
1666,19/3/2025,9,6,62.65,75.18,36,N,1,7
1667,22/12/2025,9,9,62.65,75.18,85,N,1,8
1668,8/12/2025,9,11,62.65,75.18,103,N,1,1
1669,30/8/2025,9,11,62.65,75.18,146,N,1,10
1670,28/10/2025,9,5,62.65,75.18,147,N,1,3
1671,22/6/2025,9,4,62.65,75.18,146,N,1,6
1672,11/2/2025,9,6,62.65,75.18,39,N,1,1
1673,7/3/2025,9,4,62.65,75.18,70,N,2,5
1674,19/6/2025,9,18,62.65,75.18,52,N,1,7
1675,16/3/2025,9,2,62.65,75.18,145,N,2,5
1676,18/5/2025,9,5,62.65,75.18,137,N,1,10
1677,30/9/2025,9,17,62.65,75.18,58,N,1,9
1678,2/1/2025,9,14,62.65,75.18,98,N,2,4
1679,22/9/2025,9,17,62.65,75.18,8,N,2,1
1680,22/9/2025,9,9,62.65,75.18,126,N,1,4
1681,28/7/2025,9,1,62.65,75.18,119,N,1,2
1682,25/12/2025,9,11,62.65,75.18,53,N,2,4
1683,3/4/2025,9,3,62.65,75.18,116,N,2,5
1684,26/11/2025,9,5,62.65,75.18,4,N,2,9
1685,9/8/2025,9,15,62.65,75.18,141,N,2,9
1686,17/5/2025,9,16,62.65,75.18,10,N,2,1
1687,12/6/2025,9,2,62.65,75.18,22,N,2,5
1688,6/5/2025,9,18,62.65,75.18,30,C,2,5
1689,4/3/2025,9,10,62.65,75.18,140,N,2,8
1690,15/10/2025,9,8,62.65,75.18,140,N,2,3
1691,13/10/2025,9,15,62.65,75.18,28,N,1,7
1692,5/11/2025,9,9,62.65,75.18,75,C,2,6
1693,19/4/2025,9,13,62.65,75.18,149,N,2,1
1694,3/4/2025,9,16,62.65,75.18,109,N,1,1
1695,19/3/2025,9,13,62.65,75.18,123,N,2,2
1696,2/1/2025,9,3,62.65,75.18,22,N,2,6
1697,1/12/2025,9,18,62.65,75.18,64,N,1,2
1698,17/12/2025,9,10,62.65,75.18,40,N,2,9
1699,26/6/2025,9,17,62.65,75.18,120,N,1,3
1700,14/2/2025,9,9,62.65,75.18,16,N,1,8
1701,9/3/2025,9,13,62.65,75.18,144,N,1,10
1702,1/5/2025,9,13,62.65,75.18,97,N,2,7
1703,8/2/2025,9,18,62.65,75.18,19,N,2,9
1704,1/9/2025,9,5,62.65,75.18,59,N,2,9
1705,2/3/2025,9,13,62.65,75.18,105,C,2,1
1706,19/8/2025,9,18,62.65,75.18,11,N,2,2
1707,19/2/2025,9,4,62.65,75.18,26,N,1,10
1708,19/12/2025,9,12,62.65,75.18,42,N,2,5
1709,8/6/2025,9,18,62.65,75.18,141,N,2,1
